"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1900452","GO:1900452","regulation of long-term synaptic depression","1/442","14/18870",0.282473426819736,0.73528874660235,0.655954960784728,"GRID2",1
"GO:1904925","GO:1904925","positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization","1/442","14/18870",0.282473426819736,0.73528874660235,0.655954960784728,"HDAC6",1
"GO:1905269","GO:1905269","positive regulation of chromatin organization","1/442","14/18870",0.282473426819736,0.73528874660235,0.655954960784728,"ATF7IP",1
"GO:1905874","GO:1905874","regulation of postsynaptic density organization","1/442","14/18870",0.282473426819736,0.73528874660235,0.655954960784728,"GRID2",1
"GO:2000650","GO:2000650","negative regulation of sodium ion transmembrane transporter activity","1/442","14/18870",0.282473426819736,0.73528874660235,0.655954960784728,"NEDD4",1
"GO:2001053","GO:2001053","regulation of mesenchymal cell apoptotic process","1/442","14/18870",0.282473426819736,0.73528874660235,0.655954960784728,"MSX1",1
"GO:2001140","GO:2001140","positive regulation of phospholipid transport","1/442","14/18870",0.282473426819736,0.73528874660235,0.655954960784728,"DBI",1
"GO:0030890","GO:0030890","positive regulation of B cell proliferation","2/442","45/18870",0.284350912351144,0.736978606525644,0.657462493716298,"ATAD5/CD320",2
"GO:0031641","GO:0031641","regulation of myelination","2/442","45/18870",0.284350912351144,0.736978606525644,0.657462493716298,"KIF14/TNFRSF21",2
"GO:0034331","GO:0034331","cell junction maintenance","2/442","45/18870",0.284350912351144,0.736978606525644,0.657462493716298,"C1QL1/NLGN1",2
"GO:0048701","GO:0048701","embryonic cranial skeleton morphogenesis","2/442","45/18870",0.284350912351144,0.736978606525644,0.657462493716298,"PDGFRA/CHST11",2
"GO:0051602","GO:0051602","response to electrical stimulus","2/442","45/18870",0.284350912351144,0.736978606525644,0.657462493716298,"DISC1/REST",2
"GO:0062237","GO:0062237","protein localization to postsynapse","2/442","45/18870",0.284350912351144,0.736978606525644,0.657462493716298,"NETO2/GPC6",2
"GO:0051146","GO:0051146","striated muscle cell differentiation","9/442","305/18870",0.287556470147061,0.741537648367964,0.661529638938789,"EZH2/PDGFRA/BVES/ADAM12/RB1/PIEZO1/SLC8A1/MSX1/DNER",9
"GO:0003407","GO:0003407","neural retina development","3/442","80/18870",0.288725744054935,0.741537648367964,0.661529638938789,"FOXN4/MEGF11/DSCAM",3
"GO:0032272","GO:0032272","negative regulation of protein polymerization","3/442","80/18870",0.288725744054935,0.741537648367964,0.661529638938789,"TRIOBP/MAPRE1/STMN1",3
"GO:0051899","GO:0051899","membrane depolarization","3/442","80/18870",0.288725744054935,0.741537648367964,0.661529638938789,"CACNA1G/CAV1/SLC8A1",3
"GO:2000142","GO:2000142","regulation of DNA-templated transcription initiation","3/442","80/18870",0.288725744054935,0.741537648367964,0.661529638938789,"ATF7IP/PPM1D/TAF4B",3
"GO:0031099","GO:0031099","regeneration","6/442","191/18870",0.291052573721217,0.741537648367964,0.661529638938789,"EZH2/TYMS/PCNA/TNR/CSPG5/PTPN12",6
"GO:0031018","GO:0031018","endocrine pancreas development","2/442","46/18870",0.293063249174891,0.741537648367964,0.661529638938789,"SOX4/RHEB",2
"GO:0045646","GO:0045646","regulation of erythrocyte differentiation","2/442","46/18870",0.293063249174891,0.741537648367964,0.661529638938789,"HMGB2/B2M",2
"GO:0048483","GO:0048483","autonomic nervous system development","2/442","46/18870",0.293063249174891,0.741537648367964,0.661529638938789,"SOX4/ASCL1",2
"GO:0070849","GO:0070849","response to epidermal growth factor","2/442","46/18870",0.293063249174891,0.741537648367964,0.661529638938789,"ASCL1/PTPN12",2
"GO:0085029","GO:0085029","extracellular matrix assembly","2/442","46/18870",0.293063249174891,0.741537648367964,0.661529638938789,"NTN4/MAD2L2",2
"GO:0008037","GO:0008037","cell recognition","5/442","154/18870",0.293702769060569,0.741537648367964,0.661529638938789,"PTX3/VCAN/TNFRSF21/CNTN4/DSCAM",5
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","5/442","154/18870",0.293702769060569,0.741537648367964,0.661529638938789,"EZH2/PDGFRA/ECT2/PCNA/HDAC6",5
"GO:0048705","GO:0048705","skeletal system morphogenesis","7/442","230/18870",0.294610600894223,0.741537648367964,0.661529638938789,"PDGFRA/FBN2/COL11A1/FGFR1/TMEM107/MSX1/CHST11",7
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","6/442","192/18870",0.295108981080396,0.741537648367964,0.661529638938789,"PCNA/E2F1/AOX1/RB1/BCHE/REST",6
"GO:0007422","GO:0007422","peripheral nervous system development","3/442","81/18870",0.29513164586977,0.741537648367964,0.661529638938789,"ETV1/ASCL1/POU3F2",3
"GO:0032412","GO:0032412","regulation of monoatomic ion transmembrane transporter activity","7/442","231/18870",0.298312337255168,0.741537648367964,0.661529638938789,"CACNG4/CAV1/NEDD4/NLGN1/GSG1L/ACTN4/UTRN",7
"GO:0006334","GO:0006334","nucleosome assembly","4/442","118/18870",0.299237006063588,0.741537648367964,0.661529638938789,"HMGB2/MCM2/HAT1/CHAF1A",4
"GO:0003198","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"MSX1",1
"GO:0007567","GO:0007567","parturition","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"OXTR",1
"GO:0009209","GO:0009209","pyrimidine ribonucleoside triphosphate biosynthetic process","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"CTPS1",1
"GO:0010989","GO:0010989","negative regulation of low-density lipoprotein particle clearance","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"MYLIP",1
"GO:0031000","GO:0031000","response to caffeine","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"SLC8A1",1
"GO:0032352","GO:0032352","positive regulation of hormone metabolic process","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"EGR1",1
"GO:0033147","GO:0033147","negative regulation of intracellular estrogen receptor signaling pathway","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"BRCA1",1
"GO:0033189","GO:0033189","response to vitamin A","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"TYMS",1
"GO:0036446","GO:0036446","myofibroblast differentiation","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"RB1",1
"GO:0042308","GO:0042308","negative regulation of protein import into nucleus","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"MDFIC",1
"GO:0043374","GO:0043374","CD8-positive, alpha-beta T cell differentiation","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"CBFB",1
"GO:0043518","GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"KDM1A",1
"GO:0043652","GO:0043652","engulfment of apoptotic cell","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"XKR4",1
"GO:0045737","GO:0045737","positive regulation of cyclin-dependent protein serine/threonine kinase activity","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"PSRC1",1
"GO:0046348","GO:0046348","amino sugar catabolic process","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"NAGK",1
"GO:0048302","GO:0048302","regulation of isotype switching to IgG isotypes","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"ATAD5",1
"GO:0048308","GO:0048308","organelle inheritance","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"VRK1",1
"GO:0048313","GO:0048313","Golgi inheritance","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"VRK1",1
"GO:0050910","GO:0050910","detection of mechanical stimulus involved in sensory perception of sound","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"COL11A1",1
"GO:0051290","GO:0051290","protein heterotetramerization","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"RRM2",1
"GO:0051791","GO:0051791","medium-chain fatty acid metabolic process","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"ABHD3",1
"GO:0060026","GO:0060026","convergent extension","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"NKD1",1
"GO:0060099","GO:0060099","regulation of phagocytosis, engulfment","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"RAB31",1
"GO:0060413","GO:0060413","atrial septum morphogenesis","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"SOX4",1
"GO:0070365","GO:0070365","hepatocyte differentiation","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"E2F7",1
"GO:0070424","GO:0070424","regulation of nucleotide-binding oligomerization domain containing signaling pathway","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"NAGK",1
"GO:0072350","GO:0072350","tricarboxylic acid metabolic process","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"ACLY",1
"GO:0090030","GO:0090030","regulation of steroid hormone biosynthetic process","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"REST",1
"GO:0150011","GO:0150011","regulation of neuron projection arborization","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"NTNG1",1
"GO:1900029","GO:1900029","positive regulation of ruffle assembly","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"NLGN1",1
"GO:1901722","GO:1901722","regulation of cell proliferation involved in kidney development","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"EGR1",1
"GO:1901836","GO:1901836","regulation of transcription of nucleolar large rRNA by RNA polymerase I","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"DDX11",1
"GO:1902065","GO:1902065","response to L-glutamate","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"PCNA",1
"GO:1902306","GO:1902306","negative regulation of sodium ion transmembrane transport","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"NEDD4",1
"GO:1904294","GO:1904294","positive regulation of ERAD pathway","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"CAV1",1
"GO:1904507","GO:1904507","positive regulation of telomere maintenance in response to DNA damage","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"RUVBL2",1
"GO:1904889","GO:1904889","regulation of excitatory synapse assembly","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"GRID2",1
"GO:1904923","GO:1904923","regulation of autophagy of mitochondrion in response to mitochondrial depolarization","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"HDAC6",1
"GO:1904936","GO:1904936","interneuron migration","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"SOX1",1
"GO:1905153","GO:1905153","regulation of membrane invagination","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"RAB31",1
"GO:2000052","GO:2000052","positive regulation of non-canonical Wnt signaling pathway","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"NKD1",1
"GO:2000479","GO:2000479","regulation of cAMP-dependent protein kinase activity","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"PRKAR2A",1
"GO:2000651","GO:2000651","positive regulation of sodium ion transmembrane transporter activity","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"ACTN4",1
"GO:2000767","GO:2000767","positive regulation of cytoplasmic translation","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"YBX1",1
"GO:2001028","GO:2001028","positive regulation of endothelial cell chemotaxis","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"FGFR1",1
"GO:2001138","GO:2001138","regulation of phospholipid transport","1/442","15/18870",0.299292834188514,0.741537648367964,0.661529638938789,"DBI",1
"GO:0046928","GO:0046928","regulation of neurotransmitter secretion","3/442","82/18870",0.301546261048243,0.744815116302389,0.664453485332921,"NLGN1/SLC4A8/CSPG5",3
"GO:0014075","GO:0014075","response to amine","2/442","47/18870",0.301761022239675,0.744815116302389,0.664453485332921,"OXTR/HDAC6",2
"GO:0045601","GO:0045601","regulation of endothelial cell differentiation","2/442","47/18870",0.301761022239675,0.744815116302389,0.664453485332921,"APOLD1/VEZF1",2
"GO:0055010","GO:0055010","ventricular cardiac muscle tissue morphogenesis","2/442","47/18870",0.301761022239675,0.744815116302389,0.664453485332921,"COL11A1/HEG1",2
"GO:0061383","GO:0061383","trabecula morphogenesis","2/442","47/18870",0.301761022239675,0.744815116302389,0.664453485332921,"FBN2/HEG1",2
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","7/442","232/18870",0.302024091083899,0.744815116302389,0.664453485332921,"KIF14/DRAXIN/GRID2/TOX3/ASCL1/XRCC2/EGR1",7
"GO:0051260","GO:0051260","protein homooligomerization","6/442","194/18870",0.303254975851082,0.744815116302389,0.664453485332921,"ECT2/POLQ/BLM/B2M/FUS/KCND2",6
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","11/442","389/18870",0.304900994687841,0.744815116302389,0.664453485332921,"TPX2/TRIOBP/RB1/HAUS8/CKAP2/HAUS5/MAPRE1/HDAC6/MID1/PSRC1/STMN1",11
"GO:0090276","GO:0090276","regulation of peptide hormone secretion","6/442","195/18870",0.307343486593964,0.744815116302389,0.664453485332921,"ABCA12/ORAI1/SOX4/UQCC2/REST/PASK",6
"GO:0001570","GO:0001570","vasculogenesis","3/442","83/18870",0.307967610753244,0.744815116302389,0.664453485332921,"CAV1/HEG1/CCM2",3
"GO:0007492","GO:0007492","endoderm development","3/442","83/18870",0.307967610753244,0.744815116302389,0.664453485332921,"COL8A1/ITGA4/COL11A1",3
"GO:0014855","GO:0014855","striated muscle cell proliferation","3/442","83/18870",0.307967610753244,0.744815116302389,0.664453485332921,"NDC80/TP73/DSN1",3
"GO:0042310","GO:0042310","vasoconstriction","3/442","83/18870",0.307967610753244,0.744815116302389,0.664453485332921,"CAV1/OXTR/SLC8A1",3
"GO:0006936","GO:0006936","muscle contraction","10/442","351/18870",0.30906587669387,0.744815116302389,0.664453485332921,"CACNA1G/CAV1/OXTR/EMD/KCND2/NUP155/TPM4/UTRN/SLC8A1/APBB2",10
"GO:0030326","GO:0030326","embryonic limb morphogenesis","4/442","120/18870",0.309801703150405,0.744815116302389,0.664453485332921,"FBN2/TMEM107/MSX1/CHST11",4
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","4/442","120/18870",0.309801703150405,0.744815116302389,0.664453485332921,"FBN2/TMEM107/MSX1/CHST11",4
"GO:0007162","GO:0007162","negative regulation of cell adhesion","9/442","312/18870",0.309928538317622,0.744815116302389,0.664453485332921,"ABCA12/CBFB/CDH13/TNFRSF21/MAD2L2/ACTN4/TNR/SERPINE2/DSCAM",9
"GO:0001754","GO:0001754","eye photoreceptor cell differentiation","2/442","48/18870",0.310440141247348,0.744815116302389,0.664453485332921,"NKD1/DSCAM",2
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","2/442","48/18870",0.310440141247348,0.744815116302389,0.664453485332921,"DEK/DDX11",2
"GO:0031670","GO:0031670","cellular response to nutrient","2/442","48/18870",0.310440141247348,0.744815116302389,0.664453485332921,"BRIP1/TRIM24",2
"GO:0046580","GO:0046580","negative regulation of Ras protein signal transduction","2/442","48/18870",0.310440141247348,0.744815116302389,0.664453485332921,"HEG1/STMN1",2
"GO:2001222","GO:2001222","regulation of neuron migration","2/442","48/18870",0.310440141247348,0.744815116302389,0.664453485332921,"WDR62/NTNG1",2
"GO:0010976","GO:0010976","positive regulation of neuron projection development","5/442","158/18870",0.311989990144901,0.744815116302389,0.664453485332921,"EZH2/ALK/DISC1/NLGN1/KDM1A",5
"GO:0016032","GO:0016032","viral process","12/442","432/18870",0.314384351308027,0.744815116302389,0.664453485332921,"TOP2A/DEK/PTX3/CAV1/NEDD4/TRIM26/RCC1/HCFC1/PCBP1/SIVA1/MDFIC/REST",12
"GO:0050871","GO:0050871","positive regulation of B cell activation","3/442","84/18870",0.314393758282466,0.744815116302389,0.664453485332921,"ATAD5/MAD2L2/CD320",3
"GO:0006022","GO:0006022","aminoglycan metabolic process","4/442","121/18870",0.315097956687613,0.744815116302389,0.664453485332921,"HMMR/B4GALT4/DSEL/CHST11",4
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","10/442","353/18870",0.315147893943834,0.744815116302389,0.664453485332921,"EZH2/BRCA1/CAV1/NEDD4/TRIM24/HDAC6/NAGK/ACTN4/KDM1A/ZCCHC3",10
"GO:1990778","GO:1990778","protein localization to cell periphery","10/442","353/18870",0.315147893943834,0.744815116302389,0.664453485332921,"ABCA12/CAV1/NETO2/PID1/PRKG2/LYPD1/EXOC5/GPC6/RAB31/EPB41L3",10
"GO:0002399","GO:0002399","MHC class II protein complex assembly","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"B2M",1
"GO:0002503","GO:0002503","peptide antigen assembly with MHC class II protein complex","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"B2M",1
"GO:0002903","GO:0002903","negative regulation of B cell apoptotic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"AURKB",1
"GO:0006103","GO:0006103","2-oxoglutarate metabolic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"AADAT",1
"GO:0006369","GO:0006369","termination of RNA polymerase II transcription","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"TTF2",1
"GO:0006474","GO:0006474","N-terminal protein amino acid acetylation","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"SOX4",1
"GO:0006704","GO:0006704","glucocorticoid biosynthetic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"REST",1
"GO:0009130","GO:0009130","pyrimidine nucleoside monophosphate biosynthetic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"TYMS",1
"GO:0010715","GO:0010715","regulation of extracellular matrix disassembly","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"FSCN1",1
"GO:0016074","GO:0016074","sno(s)RNA metabolic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"DKC1",1
"GO:0018146","GO:0018146","keratan sulfate biosynthetic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"B4GALT4",1
"GO:0030033","GO:0030033","microvillus assembly","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"FSCN1",1
"GO:0030214","GO:0030214","hyaluronan catabolic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"HMMR",1
"GO:0030575","GO:0030575","nuclear body organization","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"WRAP53",1
"GO:0030810","GO:0030810","positive regulation of nucleotide biosynthetic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"PID1",1
"GO:0031062","GO:0031062","positive regulation of histone methylation","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"HCFC1",1
"GO:0031645","GO:0031645","negative regulation of nervous system process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"TNFRSF21",1
"GO:0032048","GO:0032048","cardiolipin metabolic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"PGS1",1
"GO:0035627","GO:0035627","ceramide transport","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"ABCA12",1
"GO:0042448","GO:0042448","progesterone metabolic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"EGR1",1
"GO:0043517","GO:0043517","positive regulation of DNA damage response, signal transduction by p53 class mediator","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"MSX1",1
"GO:0044790","GO:0044790","suppression of viral release by host","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"TRIM26",1
"GO:0045019","GO:0045019","negative regulation of nitric oxide biosynthetic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"CAV1",1
"GO:0045651","GO:0045651","positive regulation of macrophage differentiation","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"RB1",1
"GO:0046036","GO:0046036","CTP metabolic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"CTPS1",1
"GO:0046184","GO:0046184","aldehyde biosynthetic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"REST",1
"GO:0046325","GO:0046325","negative regulation of glucose import","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"PID1",1
"GO:0046653","GO:0046653","tetrahydrofolate metabolic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"TYMS",1
"GO:0048291","GO:0048291","isotype switching to IgG isotypes","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"ATAD5",1
"GO:0048385","GO:0048385","regulation of retinoic acid receptor signaling pathway","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"EZH2",1
"GO:0048532","GO:0048532","anatomical structure arrangement","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"KIF14",1
"GO:0051044","GO:0051044","positive regulation of membrane protein ectodomain proteolysis","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"SH3D19",1
"GO:0051969","GO:0051969","regulation of transmission of nerve impulse","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"TNR",1
"GO:0060044","GO:0060044","negative regulation of cardiac muscle cell proliferation","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"TP73",1
"GO:0070131","GO:0070131","positive regulation of mitochondrial translation","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"UQCC2",1
"GO:0072520","GO:0072520","seminiferous tubule development","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"BRIP1",1
"GO:0090136","GO:0090136","epithelial cell-cell adhesion","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"BVES",1
"GO:0097091","GO:0097091","synaptic vesicle clustering","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"NLGN1",1
"GO:0097152","GO:0097152","mesenchymal cell apoptotic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"MSX1",1
"GO:0099149","GO:0099149","regulation of postsynaptic neurotransmitter receptor internalization","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"GSG1L",1
"GO:1900373","GO:1900373","positive regulation of purine nucleotide biosynthetic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"PID1",1
"GO:1902358","GO:1902358","sulfate transmembrane transport","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"SLC26A2",1
"GO:1904406","GO:1904406","negative regulation of nitric oxide metabolic process","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"CAV1",1
"GO:2000095","GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"NKD1",1
"GO:2000696","GO:2000696","regulation of epithelial cell differentiation involved in kidney development","1/442","16/18870",0.315718852077068,0.744815116302389,0.664453485332921,"PRKX",1
"GO:0006376","GO:0006376","mRNA splice site recognition","2/442","49/18870",0.319096714642397,0.745995240457301,0.665506280302697,"SRSF6/SRSF10",2
"GO:0006911","GO:0006911","phagocytosis, engulfment","2/442","49/18870",0.319096714642397,0.745995240457301,0.665506280302697,"XKR4/RAB31",2
"GO:0010518","GO:0010518","positive regulation of phospholipase activity","2/442","49/18870",0.319096714642397,0.745995240457301,0.665506280302697,"PDGFRA/FGFR1",2
"GO:0010543","GO:0010543","regulation of platelet activation","2/442","49/18870",0.319096714642397,0.745995240457301,0.665506280302697,"PDGFRA/SERPINE2",2
"GO:0031648","GO:0031648","protein destabilization","2/442","49/18870",0.319096714642397,0.745995240457301,0.665506280302697,"HDAC6/MYLIP",2
"GO:0032873","GO:0032873","negative regulation of stress-activated MAPK cascade","2/442","49/18870",0.319096714642397,0.745995240457301,0.665506280302697,"PBK/FOXM1",2
"GO:0042220","GO:0042220","response to cocaine","2/442","49/18870",0.319096714642397,0.745995240457301,0.665506280302697,"CACNG4/OXTR",2
"GO:0043330","GO:0043330","response to exogenous dsRNA","2/442","49/18870",0.319096714642397,0.745995240457301,0.665506280302697,"CAV1/ZCCHC3",2
"GO:0046596","GO:0046596","regulation of viral entry into host cell","2/442","49/18870",0.319096714642397,0.745995240457301,0.665506280302697,"PTX3/TRIM26",2
"GO:0060071","GO:0060071","Wnt signaling pathway, planar cell polarity pathway","2/442","49/18870",0.319096714642397,0.745995240457301,0.665506280302697,"NKD1/VANGL1",2
"GO:0070303","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","2/442","49/18870",0.319096714642397,0.745995240457301,0.665506280302697,"PBK/FOXM1",2
"GO:2000378","GO:2000378","negative regulation of reactive oxygen species metabolic process","2/442","49/18870",0.319096714642397,0.745995240457301,0.665506280302697,"BRCA1/HDAC6",2
"GO:0036293","GO:0036293","response to decreased oxygen levels","9/442","315/18870",0.319636201430285,0.745995240457301,0.665506280302697,"BRIP1/CAV1/OXTR/APAF1/SOX4/PLAT/KCND2/REST/EGR1",9
"GO:0002791","GO:0002791","regulation of peptide secretion","6/442","198/18870",0.319664647530464,0.745995240457301,0.665506280302697,"ABCA12/ORAI1/SOX4/UQCC2/REST/PASK",6
"GO:0030518","GO:0030518","intracellular steroid hormone receptor signaling pathway","4/442","122/18870",0.320401988053309,0.745995240457301,0.665506280302697,"BRCA1/NEDD4/HDAC6/KDM1A",4
"GO:0032874","GO:0032874","positive regulation of stress-activated MAPK cascade","4/442","122/18870",0.320401988053309,0.745995240457301,0.665506280302697,"RELL1/RASSF2/MID1/TNFRSF19",4
"GO:0006289","GO:0006289","nucleotide-excision repair","3/442","85/18870",0.320822809244369,0.745995240457301,0.665506280302697,"BRCA2/BRIP1/HMGN1",3
"GO:0061053","GO:0061053","somite development","3/442","85/18870",0.320822809244369,0.745995240457301,0.665506280302697,"NKD1/RAD51B/XRCC2",3
"GO:0048872","GO:0048872","homeostasis of number of cells","9/442","316/18870",0.322886148504406,0.745995240457301,0.665506280302697,"EZH2/HMGB2/NCAPG2/RACGAP1/B2M/RASSF2/RB1/SOX4/NCSTN",9
"GO:0002520","GO:0002520","immune system development","6/442","199/18870",0.323788470866836,0.745995240457301,0.665506280302697,"EXO1/HMGB2/POLQ/ATAD5/UNG/MAD2L2",6
"GO:0021761","GO:0021761","limbic system development","4/442","123/18870",0.325712695187702,0.745995240457301,0.665506280302697,"EZH2/KIF14/ALK/POU3F2",4
"GO:0032479","GO:0032479","regulation of type I interferon production","4/442","123/18870",0.325712695187702,0.745995240457301,0.665506280302697,"HMGB2/POLA1/G3BP1/ZCCHC3",4
"GO:0032606","GO:0032606","type I interferon production","4/442","123/18870",0.325712695187702,0.745995240457301,0.665506280302697,"HMGB2/POLA1/G3BP1/ZCCHC3",4
"GO:0032370","GO:0032370","positive regulation of lipid transport","3/442","86/18870",0.32725291167838,0.745995240457301,0.665506280302697,"ABCA12/CAV1/DBI",3
"GO:0055013","GO:0055013","cardiac muscle cell development","3/442","86/18870",0.32725291167838,0.745995240457301,0.665506280302697,"PDGFRA/BVES/SLC8A1",3
"GO:1901379","GO:1901379","regulation of potassium ion transmembrane transport","3/442","86/18870",0.32725291167838,0.745995240457301,0.665506280302697,"CAV1/NEDD4/KCNIP1",3
"GO:0022602","GO:0022602","ovulation cycle process","2/442","50/18870",0.32772704258187,0.745995240457301,0.665506280302697,"PDGFRA/PTX3",2
"GO:0030521","GO:0030521","androgen receptor signaling pathway","2/442","50/18870",0.32772704258187,0.745995240457301,0.665506280302697,"HDAC6/KDM1A",2
"GO:0031294","GO:0031294","lymphocyte costimulation","2/442","50/18870",0.32772704258187,0.745995240457301,0.665506280302697,"CAV1/CD320",2
