"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1990182","GO:1990182","exosomal secretion","1/314","20/18870",0.285215336493751,0.594124941487292,0.510925114154955,"SDC1",1
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","7/314","321/18870",0.287489872174087,0.598057717042225,0.514307153283493,"FANCA/RB1/SOX4/LEF1/C1QC/RASSF2/FANCD2",7
"GO:0044409","GO:0044409","entry into host","4/314","163/18870",0.287795502599083,0.598057717042225,0.514307153283493,"LGALS1/PTX3/ICAM1/CAV1",4
"GO:0002712","GO:0002712","regulation of B cell mediated immunity","2/314","64/18870",0.288349256431073,0.598057717042225,0.514307153283493,"ATAD5/MAD2L2",2
"GO:0002889","GO:0002889","regulation of immunoglobulin mediated immune response","2/314","64/18870",0.288349256431073,0.598057717042225,0.514307153283493,"ATAD5/MAD2L2",2
"GO:0019229","GO:0019229","regulation of vasoconstriction","2/314","64/18870",0.288349256431073,0.598057717042225,0.514307153283493,"OXTR/CAV1",2
"GO:0030225","GO:0030225","macrophage differentiation","2/314","64/18870",0.288349256431073,0.598057717042225,0.514307153283493,"RB1/C1QC",2
"GO:0048524","GO:0048524","positive regulation of viral process","2/314","64/18870",0.288349256431073,0.598057717042225,0.514307153283493,"TOP2A/LGALS1",2
"GO:0003002","GO:0003002","regionalization","9/314","430/18870",0.289072471399891,0.598449478683693,0.514644053567274,"STIL/NKD1/PGAP1/FOXN4/ASCL1/LEF1/ACVRL1/SOX1/AURKA",9
"GO:0030099","GO:0030099","myeloid cell differentiation","9/314","430/18870",0.289072471399891,0.598449478683693,0.514644053567274,"HMGB2/B2M/NCAPG2/RACGAP1/RB1/LEF1/C1QC/RASSF2/KLF2",9
"GO:0043434","GO:0043434","response to peptide hormone","9/314","430/18870",0.289072471399891,0.598449478683693,0.514644053567274,"BRIP1/EGR1/CCNA2/TRIM24/RB1/PID1/GPER1/OXTR/CAV1",9
"GO:0044706","GO:0044706","multi-multicellular organism process","5/314","216/18870",0.291337731396134,0.598878366402703,0.515012880882023,"SPP1/IGFBP2/ARHGDIB/SYDE1/OXTR",5
"GO:0003018","GO:0003018","vascular process in circulatory system","6/314","269/18870",0.291583033638436,0.598878366402703,0.515012880882023,"ITGA1/ABCG2/GPER1/KLF2/OXTR/CAV1",6
"GO:0001947","GO:0001947","heart looping","2/314","65/18870",0.294517491426057,0.598878366402703,0.515012880882023,"STIL/FOXN4",2
"GO:0030199","GO:0030199","collagen fibril organization","2/314","65/18870",0.294517491426057,0.598878366402703,0.515012880882023,"COL1A2/RB1",2
"GO:0032507","GO:0032507","maintenance of protein location in cell","2/314","65/18870",0.294517491426057,0.598878366402703,0.515012880882023,"BARD1/CAV1",2
"GO:0035904","GO:0035904","aorta development","2/314","65/18870",0.294517491426057,0.598878366402703,0.515012880882023,"SOX4/ACVRL1",2
"GO:0045453","GO:0045453","bone resorption","2/314","65/18870",0.294517491426057,0.598878366402703,0.515012880882023,"SPP1/TNFAIP3",2
"GO:0060042","GO:0060042","retina morphogenesis in camera-type eye","2/314","65/18870",0.294517491426057,0.598878366402703,0.515012880882023,"MEGF11/FOXN4",2
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","2/314","65/18870",0.294517491426057,0.598878366402703,0.515012880882023,"NKD1/SNAI2",2
"GO:1905515","GO:1905515","non-motile cilium assembly","2/314","65/18870",0.294517491426057,0.598878366402703,0.515012880882023,"CEP135/DISC1",2
"GO:0042752","GO:0042752","regulation of circadian rhythm","3/314","114/18870",0.295123597215337,0.598878366402703,0.515012880882023,"EZH2/TOP2A/SPSB4",3
"GO:0035051","GO:0035051","cardiocyte differentiation","4/314","165/18870",0.295243383289321,0.598878366402703,0.515012880882023,"PDGFRA/BVES/GPER1/VCAM1",4
"GO:0002902","GO:0002902","regulation of B cell apoptotic process","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"AURKB",1
"GO:0006907","GO:0006907","pinocytosis","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"CAV1",1
"GO:0010224","GO:0010224","response to UV-B","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"HMGN1",1
"GO:0010566","GO:0010566","regulation of ketone biosynthetic process","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"EGR1",1
"GO:0010829","GO:0010829","negative regulation of glucose transmembrane transport","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"PID1",1
"GO:0010985","GO:0010985","negative regulation of lipoprotein particle clearance","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"MYLIP",1
"GO:0032495","GO:0032495","response to muramyl dipeptide","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"TNFAIP3",1
"GO:0032616","GO:0032616","interleukin-13 production","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"LEF1",1
"GO:0032656","GO:0032656","regulation of interleukin-13 production","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"LEF1",1
"GO:0034104","GO:0034104","negative regulation of tissue remodeling","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"TNFAIP3",1
"GO:0042790","GO:0042790","nucleolar large rRNA transcription by RNA polymerase I","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"DDX11",1
"GO:0043552","GO:0043552","positive regulation of phosphatidylinositol 3-kinase activity","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"PDGFRA",1
"GO:0045981","GO:0045981","positive regulation of nucleotide metabolic process","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"PID1",1
"GO:0048670","GO:0048670","regulation of collateral sprouting","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"SPP1",1
"GO:0050961","GO:0050961","detection of temperature stimulus involved in sensory perception","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"SCN9A",1
"GO:0051152","GO:0051152","positive regulation of smooth muscle cell differentiation","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"GPER1",1
"GO:0060004","GO:0060004","reflex","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"ASCL1",1
"GO:0060445","GO:0060445","branching involved in salivary gland morphogenesis","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"SNAI2",1
"GO:0070584","GO:0070584","mitochondrion morphogenesis","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"PID1",1
"GO:0071498","GO:0071498","cellular response to fluid shear stress","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"KLF2",1
"GO:0071605","GO:0071605","monocyte chemotactic protein-1 production","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"CD84",1
"GO:0071637","GO:0071637","regulation of monocyte chemotactic protein-1 production","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"CD84",1
"GO:0090141","GO:0090141","positive regulation of mitochondrial fission","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"AURKA",1
"GO:0097107","GO:0097107","postsynaptic density assembly","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"GRID2",1
"GO:0097284","GO:0097284","hepatocyte apoptotic process","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"RB1",1
"GO:0097734","GO:0097734","extracellular exosome biogenesis","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"SDC1",1
"GO:1900544","GO:1900544","positive regulation of purine nucleotide metabolic process","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"PID1",1
"GO:1901201","GO:1901201","regulation of extracellular matrix assembly","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"MAD2L2",1
"GO:1904292","GO:1904292","regulation of ERAD pathway","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"CAV1",1
"GO:2000010","GO:2000010","positive regulation of protein localization to cell surface","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"ABCA12",1
"GO:2000047","GO:2000047","regulation of cell-cell adhesion mediated by cadherin","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"MAD2L2",1
"GO:2001135","GO:2001135","regulation of endocytic recycling","1/314","21/18870",0.297122094283722,0.598878366402703,0.515012880882023,"BVES",1
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","5/314","218/18870",0.297791907706006,0.599499161609574,0.515546741421767,"PDGFRA/CCL2/GPNMB/GPER1/ICAM1",5
"GO:0031647","GO:0031647","regulation of protein stability","7/314","325/18870",0.29796535710952,0.599499161609574,0.515546741421767,"NDC80/TRIM24/SOX4/MYLIP/LRRK2/RASSF2/AURKA",7
"GO:0060326","GO:0060326","cell chemotaxis","7/314","325/18870",0.29796535710952,0.599499161609574,0.515546741421767,"HMGB2/PDGFRA/CCL2/ITGA1/LEF1/VCAM1/SCG2",7
"GO:0007519","GO:0007519","skeletal muscle tissue development","4/314","166/18870",0.298976690933878,0.601173956635445,0.516987002181797,"EGR1/BVES/RB1/CAV1",4
"GO:0048640","GO:0048640","negative regulation of developmental growth","3/314","115/18870",0.299667794338316,0.601843268963981,0.517562585622221,"SPP1/NKD1/DRAXIN",3
"GO:0062014","GO:0062014","negative regulation of small molecule metabolic process","3/314","115/18870",0.299667794338316,0.601843268963981,0.517562585622221,"BRCA1/PID1/SNAI2",3
"GO:0001756","GO:0001756","somitogenesis","2/314","66/18870",0.30067816680706,0.602073087289465,0.51776022074235,"NKD1/LEF1",2
"GO:0042446","GO:0042446","hormone biosynthetic process","2/314","66/18870",0.30067816680706,0.602073087289465,0.51776022074235,"EGR1/HSD17B11",2
"GO:0045682","GO:0045682","regulation of epidermis development","2/314","66/18870",0.30067816680706,0.602073087289465,0.51776022074235,"EZH2/ABCA12",2
"GO:0050771","GO:0050771","negative regulation of axonogenesis","2/314","66/18870",0.30067816680706,0.602073087289465,0.51776022074235,"SPP1/DRAXIN",2
"GO:0061180","GO:0061180","mammary gland epithelium development","2/314","66/18870",0.30067816680706,0.602073087289465,0.51776022074235,"BRCA2/IQGAP3",2
"GO:0018205","GO:0018205","peptidyl-lysine modification","5/314","219/18870",0.301027926637101,0.602414433294021,0.518053765473711,"DEK/BRCA1/EGR1/SOX4/SAE1",5
"GO:0030509","GO:0030509","BMP signaling pathway","4/314","167/18870",0.302715695121532,0.605071228797352,0.520338509727046,"EGR1/VWC2/LEF1/ACVRL1",4
"GO:0043433","GO:0043433","negative regulation of DNA-binding transcription factor activity","4/314","167/18870",0.302715695121532,0.605071228797352,0.520338509727046,"TNFAIP3/RB1/LRRK2/MAD2L2",4
"GO:0060485","GO:0060485","mesenchyme development","7/314","327/18870",0.303234304048324,0.605747480144095,0.520920060462262,"EZH2/SOX4/TGFB1I1/LEF1/ACVRL1/SNAI2/MAD2L2",7
"GO:0019882","GO:0019882","antigen processing and presentation","3/314","116/18870",0.304215733058923,0.6073469180499,0.52229551693201,"B2M/PSMB8/ICAM1",3
"GO:0006956","GO:0006956","complement activation","2/314","67/18870",0.306829829958602,0.607892563203452,0.522764751251089,"C1QC/C1QB",2
"GO:0070613","GO:0070613","regulation of protein processing","2/314","67/18870",0.306829829958602,0.607892563203452,0.522764751251089,"PLAT/LRRK2",2
"GO:0002089","GO:0002089","lens morphogenesis in camera-type eye","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"SOX1",1
"GO:0002115","GO:0002115","store-operated calcium entry","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"CD84",1
"GO:0007530","GO:0007530","sex determination","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"SOX3",1
"GO:0009129","GO:0009129","pyrimidine nucleoside monophosphate metabolic process","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"TYMS",1
"GO:0010988","GO:0010988","regulation of low-density lipoprotein particle clearance","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"MYLIP",1
"GO:0015874","GO:0015874","norepinephrine transport","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"OXTR",1
"GO:0021756","GO:0021756","striatum development","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"LRRK2",1
"GO:0023019","GO:0023019","signal transduction involved in regulation of gene expression","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"PDGFRA",1
"GO:0033630","GO:0033630","positive regulation of cell adhesion mediated by integrin","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"PIEZO1",1
"GO:0033762","GO:0033762","response to glucagon","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"CCNA2",1
"GO:0034312","GO:0034312","diol biosynthetic process","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"PCBD2",1
"GO:0035313","GO:0035313","wound healing, spreading of epidermal cells","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"ACVRL1",1
"GO:0035584","GO:0035584","calcium-mediated signaling using intracellular calcium source","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"VCAM1",1
"GO:0060008","GO:0060008","Sertoli cell differentiation","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"SDC1",1
"GO:0060546","GO:0060546","negative regulation of necroptotic process","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"CAV1",1
"GO:0060713","GO:0060713","labyrinthine layer morphogenesis","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"LEF1",1
"GO:0072111","GO:0072111","cell proliferation involved in kidney development","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"EGR1",1
"GO:0086012","GO:0086012","membrane depolarization during cardiac muscle cell action potential","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"CACNA1G",1
"GO:1902774","GO:1902774","late endosome to lysosome transport","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"LRRK2",1
"GO:2000679","GO:2000679","positive regulation of transcription regulatory region DNA binding","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"RB1",1
"GO:2000810","GO:2000810","regulation of bicellular tight junction assembly","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"SNAI2",1
"GO:2000831","GO:2000831","regulation of steroid hormone secretion","1/314","22/18870",0.308831132556039,0.607892563203452,0.522764751251089,"SPP1",1
"GO:0015698","GO:0015698","inorganic anion transport","4/314","169/18870",0.310209166988396,0.610247541616517,0.524789944153302,"BEST3/CLIC1/RACGAP1/SLC26A2",4
"GO:0016925","GO:0016925","protein sumoylation","2/314","68/18870",0.312971078392086,0.615320552017209,0.52915254238322,"EGR1/SAE1",2
"GO:0050866","GO:0050866","negative regulation of cell activation","5/314","223/18870",0.314025278696527,0.616826151004647,0.530447300910951,"PDGFRA/CD84/TNFAIP3/GPNMB/GPER1",5
"GO:1990748","GO:1990748","cellular detoxification","3/314","119/18870",0.317875097776124,0.616826151004647,0.530447300910951,"GPX8/ABCG2/ALOX5AP",3
"GO:0007004","GO:0007004","telomere maintenance via telomerase","2/314","69/18870",0.319100558488986,0.616826151004647,0.530447300910951,"AURKB/DKC1",2
"GO:0019226","GO:0019226","transmission of nerve impulse","2/314","69/18870",0.319100558488986,0.616826151004647,0.530447300910951,"CACNG4/GPER1",2
"GO:0035019","GO:0035019","somatic stem cell population maintenance","2/314","69/18870",0.319100558488986,0.616826151004647,0.530447300910951,"SOX4/SMC1A",2
"GO:0045576","GO:0045576","mast cell activation","2/314","69/18870",0.319100558488986,0.616826151004647,0.530447300910951,"CD84/LCP2",2
"GO:0070830","GO:0070830","bicellular tight junction assembly","2/314","69/18870",0.319100558488986,0.616826151004647,0.530447300910951,"ECT2/SNAI2",2
"GO:2000401","GO:2000401","regulation of lymphocyte migration","2/314","69/18870",0.319100558488986,0.616826151004647,0.530447300910951,"CCL2/ITGA4",2
"GO:0002689","GO:0002689","negative regulation of leukocyte chemotaxis","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"CCL2",1
"GO:0003283","GO:0003283","atrial septum development","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"SOX4",1
"GO:0007130","GO:0007130","synaptonemal complex assembly","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"TRIP13",1
"GO:0019885","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"B2M",1
"GO:0021533","GO:0021533","cell differentiation in hindbrain","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"GRID2",1
"GO:0021542","GO:0021542","dentate gyrus development","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"LEF1",1
"GO:0032785","GO:0032785","negative regulation of DNA-templated transcription, elongation","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"EZH2",1
"GO:0036120","GO:0036120","cellular response to platelet-derived growth factor stimulus","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"CCNA2",1
"GO:0036303","GO:0036303","lymph vessel morphogenesis","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"ACVRL1",1
"GO:0043171","GO:0043171","peptide catabolic process","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"ENPEP",1
"GO:0045063","GO:0045063","T-helper 1 cell differentiation","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"LEF1",1
"GO:0046597","GO:0046597","negative regulation of viral entry into host cell","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"PTX3",1
"GO:0046794","GO:0046794","transport of virus","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"CAV1",1
"GO:0046823","GO:0046823","negative regulation of nucleocytoplasmic transport","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"BARD1",1
"GO:0051457","GO:0051457","maintenance of protein location in nucleus","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"BARD1",1
"GO:0051590","GO:0051590","positive regulation of neurotransmitter transport","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"GPER1",1
"GO:0051882","GO:0051882","mitochondrial depolarization","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"LRRK2",1
"GO:0060352","GO:0060352","cell adhesion molecule production","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"CAV1",1
"GO:0061042","GO:0061042","vascular wound healing","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"TNFAIP3",1
"GO:0062099","GO:0062099","negative regulation of programmed necrotic cell death","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"CAV1",1
"GO:0071359","GO:0071359","cellular response to dsRNA","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"CAV1",1
"GO:0072574","GO:0072574","hepatocyte proliferation","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"TNFAIP3",1
"GO:0072575","GO:0072575","epithelial cell proliferation involved in liver morphogenesis","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"TNFAIP3",1
"GO:0097164","GO:0097164","ammonium ion metabolic process","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"BCHE",1
"GO:0140112","GO:0140112","extracellular vesicle biogenesis","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"SDC1",1
"GO:1901659","GO:1901659","glycosyl compound biosynthetic process","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"DTYMK",1
"GO:1902254","GO:1902254","negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"ATAD5",1
"GO:1905709","GO:1905709","negative regulation of membrane permeability","1/314","23/18870",0.320345724256878,0.616826151004647,0.530447300910951,"HEG1",1
"GO:0016570","GO:0016570","histone modification","3/314","120/18870",0.322431154855475,0.619776132902973,0.532984174441936,"DEK/AURKB/BRCA1",3
"GO:0030326","GO:0030326","embryonic limb morphogenesis","3/314","120/18870",0.322431154855475,0.619776132902973,0.532984174441936,"FBN2/CHST11/LEF1",3
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","3/314","120/18870",0.322431154855475,0.619776132902973,0.532984174441936,"FBN2/CHST11/LEF1",3
"GO:0006816","GO:0006816","calcium ion transport","9/314","445/18870",0.323311074579642,0.621112184441165,0.53413312853728,"CACNG4/TRPC3/CCL2/SCN9A/CD84/PLCB4/GPER1/CACNA1G/CAV1",9
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","2/314","70/18870",0.325216964271765,0.623405094922921,0.536104945351948,"AURKB/DKC1",2
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation","2/314","70/18870",0.325216964271765,0.623405094922921,0.536104945351948,"TNFAIP3/GPER1",2
"GO:0061371","GO:0061371","determination of heart left/right asymmetry","2/314","70/18870",0.325216964271765,0.623405094922921,0.536104945351948,"STIL/FOXN4",2
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","4/314","173/18870",0.325246765297583,0.623405094922921,0.536104945351948,"TRPC3/GPER1/OXTR/CAV1",4
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","4/314","174/18870",0.329014424304999,0.62396872159601,0.536589643101832,"CACNG4/CCL2/GPER1/OXTR",4
"GO:0071453","GO:0071453","cellular response to oxygen levels","4/314","174/18870",0.329014424304999,0.62396872159601,0.536589643101832,"BRIP1/EGR1/CCNA2/CAV1",4
"GO:0003143","GO:0003143","embryonic heart tube morphogenesis","2/314","71/18870",0.331319036201955,0.62396872159601,0.536589643101832,"STIL/FOXN4",2
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","2/314","71/18870",0.331319036201955,0.62396872159601,0.536589643101832,"HEG1/SOX4",2
"GO:1902017","GO:1902017","regulation of cilium assembly","2/314","71/18870",0.331319036201955,0.62396872159601,0.536589643101832,"SYNE2/CEP135",2
"GO:0021782","GO:0021782","glial cell development","3/314","122/18870",0.331543738725401,0.62396872159601,0.536589643101832,"OLIG1/ASCL1/SOX4",3
"GO:0022612","GO:0022612","gland morphogenesis","3/314","122/18870",0.331543738725401,0.62396872159601,0.536589643101832,"TNFAIP3/SNAI2/CAV1",3
"GO:0030518","GO:0030518","intracellular steroid hormone receptor signaling pathway","3/314","122/18870",0.331543738725401,0.62396872159601,0.536589643101832,"BRCA1/GPER1/NEDD4",3
"GO:0002070","GO:0002070","epithelial cell maturation","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"TYMS",1
"GO:0002320","GO:0002320","lymphoid progenitor cell differentiation","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"SOX4",1
"GO:0003081","GO:0003081","regulation of systemic arterial blood pressure by renin-angiotensin","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"ENPEP",1
"GO:0006213","GO:0006213","pyrimidine nucleoside metabolic process","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"DTYMK",1
"GO:0009162","GO:0009162","deoxyribonucleoside monophosphate metabolic process","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"TYMS",1
"GO:0010839","GO:0010839","negative regulation of keratinocyte proliferation","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"SNAI2",1
"GO:0016048","GO:0016048","detection of temperature stimulus","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"SCN9A",1
"GO:0021871","GO:0021871","forebrain regionalization","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"PGAP1",1
"GO:0030539","GO:0030539","male genitalia development","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"PDGFRA",1
"GO:0034260","GO:0034260","negative regulation of GTPase activity","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"LRRK2",1
"GO:0046039","GO:0046039","GTP metabolic process","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"LRRK2",1
"GO:0046426","GO:0046426","negative regulation of receptor signaling pathway via JAK-STAT","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"CAV1",1
"GO:0046716","GO:0046716","muscle cell cellular homeostasis","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"CAV1",1
"GO:0046885","GO:0046885","regulation of hormone biosynthetic process","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"EGR1",1
"GO:0050650","GO:0050650","chondroitin sulfate proteoglycan biosynthetic process","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"CHST11",1
"GO:0050686","GO:0050686","negative regulation of mRNA processing","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"BARD1",1
"GO:0051043","GO:0051043","regulation of membrane protein ectodomain proteolysis","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"TIMP4",1
"GO:0060117","GO:0060117","auditory receptor cell development","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"TRIOBP",1
"GO:0060706","GO:0060706","cell differentiation involved in embryonic placenta development","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"E2F7",1
"GO:0061099","GO:0061099","negative regulation of protein tyrosine kinase activity","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"CAV1",1
"GO:0061484","GO:0061484","hematopoietic stem cell homeostasis","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"SOX4",1
"GO:0072273","GO:0072273","metanephric nephron morphogenesis","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"KIF26B",1
"GO:1903578","GO:1903578","regulation of ATP metabolic process","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"PID1",1
"GO:1903861","GO:1903861","positive regulation of dendrite extension","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"CPNE5",1
"GO:1903902","GO:1903902","positive regulation of viral life cycle","1/314","24/18870",0.331669088324546,0.62396872159601,0.536589643101832,"LGALS1",1
"GO:0031214","GO:0031214","biomineral tissue development","4/314","175/18870",0.332784614714057,0.625717014795316,0.538093109527927,"SPP1/COL1A2/FBXO5/FBN2",4
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","5/314","229/18870",0.333652045068216,0.626997131671816,0.539193961917022,"COL1A2/FBN2/CHST11/TGFB1I1/ACVRL1",5
"GO:0032479","GO:0032479","regulation of type I interferon production","3/314","123/18870",0.33609899162597,0.628240189519655,0.540262944934666,"HMGB2/POLA1/G3BP1",3
"GO:0032606","GO:0032606","type I interferon production","3/314","123/18870",0.33609899162597,0.628240189519655,0.540262944934666,"HMGB2/POLA1/G3BP1",3
"GO:0006360","GO:0006360","transcription by RNA polymerase I","2/314","72/18870",0.337405560004826,0.628240189519655,0.540262944934666,"DEK/DDX11",2
"GO:0030858","GO:0030858","positive regulation of epithelial cell differentiation","2/314","72/18870",0.337405560004826,0.628240189519655,0.540262944934666,"VEZF1/ACVRL1",2
"GO:0032481","GO:0032481","positive regulation of type I interferon production","2/314","72/18870",0.337405560004826,0.628240189519655,0.540262944934666,"HMGB2/G3BP1",2
"GO:0032722","GO:0032722","positive regulation of chemokine production","2/314","72/18870",0.337405560004826,0.628240189519655,0.540262944934666,"EGR1/CD84",2
"GO:0050766","GO:0050766","positive regulation of phagocytosis","2/314","72/18870",0.337405560004826,0.628240189519655,0.540262944934666,"CCL2/PTX3",2
"GO:0061035","GO:0061035","regulation of cartilage development","2/314","72/18870",0.337405560004826,0.628240189519655,0.540262944934666,"ACVRL1/SNAI2",2
"GO:0070527","GO:0070527","platelet aggregation","2/314","72/18870",0.337405560004826,0.628240189519655,0.540262944934666,"PDGFRA/CLIC1",2
